133,0x5521F4,56,
134,0x55222C,1284,
135,0x552730,648,
136,0x5529B8,2716,
137,0x553454,572,
138,0x553690,8812,
139,0x5558FC,572,
140,0x555B38,6660,
141,0x55753C,1084,
142,0x557978,2496,
143,0x558338,656,
144,0x5585C8,1960,
145,0x558D70,492,
146,0x558F5C,4608,
147,0x55A15C,4908,
148,0x55B488,308,
149,0x55B5BC,2468,
150,0x55BF60,1708,
151,0x55C60C,984,
152,0x55C9E4,572,
153,0x55CC20,1360,
154,0x55D170,188,
155,0x55D22C,3908,
156,0x55E170,16884,
157,0x562364,32840,
158,0x56A3AC,12672,
159,0x56D52C,47564,
160,0x578EF8,31248,
161,0x580908,131556,
162,0x5A0AEC,264,
163,0x5A0BF4,56,
164,0x5A0C2C,56,
165,0x5A0C64,2464,
166,0x5A1604,3536,
167,0x5A23D4,3536,
168,0x5A31A4,452,
169,0x5A3368,744,
170,0x5A3650,11332,
171,0x5A6294,9684,
172,0x5A8868,22096,
173,0x5ADEB8,2108,
174,0x5AE6F4,12540,
175,0x5B17F0,10820,
176,0x5B4234,436,
177,0x5B43E8,436,
178,0x5B459C,1128,
179,0x5B4A04,1684,
180,0x5B5098,1524,
181,0x5B568C,616,
182,0x5B58F4,532,
183,0x5B5B08,1684,
184,0x5B619C,2108,
185,0x5B69D8,2464,
186,0x5B7378,2768,
187,0x5B7E48,7808,
188,0x5B9CC8,13212,
189,0x5BD064,18548,
190,0x5C18D8,4936,
191,0x5C2C20,2256,
192,0x5C34F0,932,
193,0x5C3894,1128,
194,0x5C3CFC,2796,
195,0x5C47E8,13632,
196,0x5C7D28,7772,
197,0x5C9B84,56,
198,0x5C9BBC,1300,
199,0x5CA0D0,4324,
200,0x5CB1B4,1136,
201,0x5CB624,2116,
202,0x5CBE68,4792,
203,0x5CD120,7572,
204,0x5CEEB4,4048,
205,0x5CFE84,11852,
206,0x5D2CD0,9156,
207,0x5D5094,9136,
208,0x5D7444,4580,
209,0x5D8628,11912,
210,0x5DB4B0,26696,
211,0x5E1CF8,26756,
212,0x5E857C,2392,
213,0x5E8ED4,9312,
214,0x5EB334,31104,
215,0x5F2CB4,32124,
216,0x5FAA30,34692,
217,0x6031B4,31244,
218,0x60ABC0,32124,
219,0x61293C,9564,
220,0x614E98,9564,
221,0x6173F4,9564,
222,0x619950,9564,
223,0x61BEAC,9564,
224,0x61E408,55284,
225,0x62BBFC,21700,
226,0x6310C0,31100,
227,0x638A3C,41508,
228,0x642C60,31100,
229,0x64A5DC,19132,
230,0x64F098,10996,
231,0x651B8C,46176,
232,0x65CFEC,13128,
233,0x660334,90712,
234,0x67658C,65332,
235,0x6864C0,37232,
236,0x68F630,11440,
237,0x6922E0,12344,
238,0x695318,6532,
239,0x696C9C,7876,
240,0x698B60,13600,
241,0x69C080,632800,
242,0x736860,516,
243,0x736A64,4936,
244,0x737DAC,1752,
245,0x738484,876,
246,0x7387F0,9932,
247,0x73AEBC,12544,
248,0x73DFBC,4464,
249,0x73F12C,106796,
250,0x759258,12460,
251,0x75C304,3724,
252,0x75D190,8152,
253,0x75F168,2884,
254,0x75FCAC,360,
255,0x75FE14,10668,
256,0x7627C0,32288,
257,0x76A5E0,1684,
258,0x76AC74,2128,
259,0x76B4C4,20612,
260,0x770548,4820,
261,0x77181C,8080,
262,0x7737AC,10172,
263,0x775F68,173248,
264,0x7A0428,12196,
265,0x7A33CC,2760,
266,0x7A3E94,704,
267,0x7A4154,111756,
268,0x7BF5E0,5356,
269,0x7C0ACC,6424,
270,0x7C23E4,6424,
271,0x7C3CFC,6424,
272,0x7C5614,4816,
273,0x7C68E4,4848,
274,0x7C7BD4,6424,
275,0x7C94EC,303220,
276,0x813560,246960,
277,0x84FA10,236912,
278,0x889780,234672,
279,0x8C2C30,1128,
280,0x8C3098,56,
281,0x8C30D0,2688,
282,0x8C3B50,700,
283,0x8C3E0C,76808,
284,0x8D6A14,3828,
285,0x8D7908,2108,
286,0x8D8144,11148,
287,0x8DACD0,8728,
288,0x8DCEE8,968,
289,0x8DD2B0,5436,
290,0x8DE7EC,3144,
291,0x8DF434,944,
292,0x8DF7E4,320,
293,0x8DF924,56,
294,0x8DF95C,208,
295,0x8DFA2C,704,
296,0x8DFCEC,704,
297,0x8DFFAC,704,
298,0x8E026C,5312,
299,0x8E172C,876,
300,0x8E1A98,1684,
301,0x8E212C,1516,
302,0x8E2718,3956,
303,0x8E368C,704,
304,0x8E394C,92,
305,0x8E39A8,25368,
306,0x8E9CC0,1052,
307,0x8EA0DC,1072,
308,0x8EA50C,1072,Title-screen (SCN)
309,0x8EA93C,5096,Font dialogues 1
310,0x8EBD24,25592,Title-screen
311,0x8F211C,1072,Title-screen (LYR)
312,0x8F254C,1168,
313,0x8F29DC,2612,
314,0x8F3410,56,
315,0x8F3448,5816,Font dialogues 2
316,0x8F4B00,17664,
317,0x8F9000,7704,Font dialogues 3
318,0x8FAE18,1152,
319,0x8FB298,540,
320,0x8FB4B4,516,
321,0x8FB6B8,592,
322,0x8FB908,1620,
323,0x8FBF5C,540,
324,0x8FC178,1072,
325,0x8FC5A8,1072,
326,0x8FC9D8,25344,
327,0x902CD8,1052,
328,0x9030F4,1072,Normal Beach Costume (SCN)
329,0x903524,32984,Normal Beach Costume
330,0x90B5FC,1072,
331,0x90BA2C,1072,
332,0x90BE5C,848,
333,0x90C1AC,1052,
334,0x90C5C8,23400,
335,0x912130,27352,
336,0x918C08,11620,
337,0x91B96C,4284,
338,0x91CA28,5548,
339,0x91DFD4,2688,
340,0x91EA54,5648,
341,0x920064,540,
342,0x920280,1072,
343,0x9206B0,2736,
344,0x921160,1052,
345,0x92157C,1052,
346,0x921998,1072,
347,0x921DC8,1072,
348,0x9221F8,43984,
349,0x92CDC8,17576,
350,0x931270,5868,
351,0x93295C,1072,
352,0x932D8C,16392,
353,0x936D94,6820,
354,0x938838,1072,
355,0x938C68,39024,
356,0x9424D8,44788,
357,0x94D3CC,7396,
358,0x94F0B0,54000,
359,0x95C3A0,516,
360,0x95C5A4,56,
361,0x95C5DC,1072,
362,0x95CA0C,5248,
363,0x95DE8C,18664,
364,0x962774,35072,
365,0x96B074,123132,
366,0x989170,53076,
367,0x9960C4,8460,
368,0x9981D0,33312,
369,0x9A03F0,2724,Establishing link
370,0x9A0E94,984,
371,0x9A126C,2676,Ready Press A Button to Transfer
372,0x9A1CE0,1172,
373,0x9A2174,1072,
374,0x9A25A4,1072,
375,0x9A29D4,24320,Link Error
376,0x9A88D4,1052,
377,0x9A8CF0,18056,
378,0x9AD378,1052,
379,0x9AD794,688,
380,0x9ADA44,1052,
381,0x9ADE60,1128,
382,0x9AE2C8,1072,
383,0x9AE6F8,2716,
384,0x9AF194,38400,
385,0x9B8794,1052,
386,0x9B8BB0,540,
387,0x9B8DCC,1072,
388,0x9B91FC,368,
389,0x9B936C,516,
390,0x9B9570,776,
391,0x9B9878,1072,Inventory (SCN)
392,0x9B9CA8,4576,Font dialogues 4
393,0x9BAE88,14120,
394,0x9BE5B0,25232,Inventory
395,0x9C4840,1052,
396,0x9C4C5C,1536,
397,0x9C525C,10888,
398,0x9C7CE4,9584,Inventory Dance List
399,0x9CA254,540,
400,0x9CA470,1052,Inventory Dance List (LYR)
401,0x9CA88C,1072,
402,0x9CACBC,35360,
403,0x9D36DC,125584,
404,0x9F216C,73860,
405,0xA041F0,9612,
406,0xA0677C,65724,
407,0xA16838,13448,
408,0xA19CC0,33404,
409,0xA21F3C,14300,
410,0xA25718,540,
411,0xA25934,1072,
412,0xA25D64,1072,
413,0xA26194,1072,
414,0xA265C4,1072,
415,0xA269F4,1072,
416,0xA26E24,20424,
417,0xA2BDEC,1700,
418,0xA2C490,516,
419,0xA2C694,1072,
420,0xA2CAC4,1072,
421,0xA2CEF4,7400,
422,0xA2EBDC,1072,
423,0xA2F00C,31448,
424,0xA36AE4,1052,
425,0xA36F00,29584,
426,0xA3E290,1052,
427,0xA3E6AC,29192,
428,0xA458B4,1052,
429,0xA45CD0,516,
430,0xA45ED4,516,
431,0xA460D8,7648,Font prologue
432,0xA47EB8,540,
433,0xA480D4,1072,
434,0xA48504,1072,
435,0xA48934,27568,Chapter 1
436,0xA4F4E4,1052,
437,0xA4F900,31768,Chapter 2
438,0xA57518,1052,
439,0xA57934,31336,Chapter 3
440,0xA5F39C,1052,
441,0xA5F7B8,29904,Chapter 4
442,0xA66C88,1052,
443,0xA670A4,1072,
444,0xA674D4,37312,
445,0xA70694,67240,
446,0xA80D3C,2400,
447,0xA8169C,1580,
448,0xA81CC8,1056,
449,0xA820E8,4412,
450,0xA83224,540,
451,0xA83440,13484,
452,0xA868EC,101720,
453,0xA9F644,1072,
454,0xA9FA74,1072,
455,0xA9FEA4,1072,
456,0xAA02D4,1072,
457,0xAA0704,1072,
458,0xAA0B34,1072,
459,0xAA0F64,13088,
460,0xAA4284,44500,
461,0xAAF058,9536,
462,0xAB1598,11564,
463,0xAB42C4,5820,
464,0xAB5980,1072,
465,0xAB5DB0,1072,
466,0xAB61E0,1072,
467,0xAB6610,1072,
468,0xAB6A40,1072,
469,0xAB6E70,1072,
470,0xAB72A0,1072,
471,0xAB76D0,1072,
472,0xAB7B00,22648,
473,0xABD378,1052,
474,0xABD794,22720,
475,0xAC3054,1056,
476,0xAC3474,1072,
477,0xAC38A4,516,
478,0xAC3AA8,436848,
479,0xB2E518,516,
480,0xB2E71C,516,
481,0xB2E920,516,
482,0xB2EB24,516,
483,0xB2ED28,516,
484,0xB2EF2C,516,
485,0xB2F130,516,
486,0xB2F334,516,
487,0xB2F538,516,
488,0xB2F73C,516,
489,0xB2F940,516,
490,0xB2FB44,516,
491,0xB2FD48,516,
492,0xB2FF4C,516,
493,0xB30150,516,
494,0xB30354,516,
495,0xB30558,516,
496,0xB3075C,516,
497,0xB30960,516,
498,0xB30B64,516,
499,0xB30D68,516,
500,0xB30F6C,27392,
501,0xB37A6C,1072,
502,0xB37E9C,2116,File Select
503,0xB386E0,272,
504,0xB387F0,8128,New Game CH Time
505,0xB3A7B0,984,
506,0xB3AB88,1508,Clear
507,0xB3B16C,1508,Copy
508,0xB3B750,776,
509,0xB3BA58,24496,Main Menu Messages
510,0xB41A08,360,
511,0xB41B70,1072,
512,0xB41FA0,5948,Saving Do Not Turn Off
513,0xB436DC,6420,
514,0xB44FF0,10032,
515,0xB47720,14032,
516,0xB4ADF0,18664,
517,0xB4F6D8,1072,
518,0xB4FB08,35480,
519,0xB585A0,1052,
520,0xB589BC,128312,
521,0xB77EF4,172264,
522,0xBA1FDC,6656,
523,0xBA39DC,540,
524,0xBA3BF8,1072,
525,0xBA4028,14712,
526,0xBA79A0,11892,
527,0xBAA814,516,
528,0xBAAA18,37800,
529,0xBB3DC0,1052,
530,0xBB41DC,75428,
531,0xBC6880,131372,
532,0xBE69AC,540,
533,0xBE6BC8,3120,
534,0xBE77F8,18664,
535,0xBEC0E0,1072,
536,0xBEC510,25296,
537,0xBF27E0,6300,
538,0xBF407C,5536,
539,0xBF561C,4208,
540,0xBF668C,3696,
541,0xBF74FC,1072,
542,0xBF792C,39688,
543,0xC01434,1052,
544,0xC01850,540,
545,0xC01A6C,1072,
546,0xC01E9C,37808,
547,0xC0B24C,1052,
548,0xC0B668,540,
549,0xC0B884,1072,
550,0xC0BCB4,37760,
551,0xC15034,1052,
552,0xC15450,540,
553,0xC1566C,1072,
554,0xC15A9C,1072,
555,0xC15ECC,37056,
556,0xC1EF8C,1052,
557,0xC1F3A8,540,
558,0xC1F5C4,35800,
559,0xC2819C,1052,
560,0xC285B8,540,
561,0xC287D4,37360,
562,0xC319C4,1052,
563,0xC31DE0,540,
564,0xC31FFC,39616,
565,0xC3BABC,1052,
566,0xC3BED8,540,
567,0xC3C0F4,1072,
568,0xC3C524,1072,
569,0xC3C954,31896,
570,0xC445EC,1052,
571,0xC44A08,540,
572,0xC44C24,1072,
573,0xC45054,1072,
574,0xC45484,39488,
575,0xC4EEC4,1052,
576,0xC4F2E0,540,
577,0xC4F4FC,1072,
578,0xC4F92C,37568,
579,0xC58BEC,1052,
580,0xC59008,540,
581,0xC59224,1072,
582,0xC59654,35048,
583,0xC61F3C,1052,
584,0xC62358,540,
585,0xC62574,1072,
586,0xC629A4,39296,
587,0xC6C324,1052,
588,0xC6C740,1072,
589,0xC6CB70,39488,
590,0xC765B0,1052,
591,0xC769CC,540,
592,0xC76BE8,1072,
593,0xC77018,36368,
594,0xC7FE28,16848,
595,0xC83FF8,3668,
596,0xC84E4C,540,
597,0xC85068,10572,
598,0xC879B4,1808,
599,0xC880C4,1072,
600,0xC884F4,21272,
601,0xC8D80C,17620,
602,0xC91CE0,6508,
603,0xC9364C,2892,
604,0xC94198,540,
605,0xC943B4,1072,
606,0xC947E4,17544,
607,0xC98C6C,5096,
608,0xC9A054,32184,
609,0xCA1E0C,17652,
610,0xCA6300,11132,
611,0xCA8E7C,2868,
612,0xCA99B0,1072,
613,0xCA9DE0,1072,
614,0xCAA210,17984,
615,0xCAE850,3676,
616,0xCAF6AC,1072,
617,0xCAFADC,1072,
618,0xCAFF0C,15512,
619,0xCB3BA4,135956,
620,0xCD4EB8,73052,
621,0xCE6C14,19804,
622,0xCEB970,1072,
623,0xCEBDA0,18144,Game Over
624,0xCF0480,1092,
625,0xCF08C4,1072,Game Over (SCN)
626,0xCF0CF4,1984,
627,0xCF14B4,21240,
628,0xCF67AC,1056,
629,0xCF6BCC,1640,Try Again
630,0xCF7234,3624,Yes No
631,0xCF805C,1072,Destinations (SCN)
632,0xCF848C,24776,Destinations
633,0xCFE554,1052,
634,0xCFE970,35336,
635,0xD07378,8240,
636,0xD093A8,540,
637,0xD095C4,3332,
638,0xD0A2C8,7844,
639,0xD0C16C,8100,
640,0xD0E110,8240,
641,0xD10140,1072,
642,0xD10570,10248,
643,0xD12D78,2112,
644,0xD135B8,1072,
645,0xD139E8,1072,
646,0xD13E18,31480,
647,0xD1B910,15068,
648,0xD1F3EC,10680,
649,0xD21DA4,9476,
650,0xD242A8,2700,
651,0xD24D34,47352,
652,0xD3062C,1072,
653,0xD30A5C,1072,
654,0xD30E8C,24400,
655,0xD36DDC,5136,
656,0xD381EC,7972,
657,0xD3A110,9816,
658,0xD3C768,4856,
659,0xD3DA60,4840,
660,0xD3ED48,1072,
661,0xD3F178,1072,
662,0xD3F5A8,31408,
663,0xD47058,20916,
664,0xD4C20C,14836,
665,0xD4FC00,19220,
666,0xD54714,540,
667,0xD54930,1072,
668,0xD54D60,2688,
669,0xD557E0,1104,
670,0xD55C30,12824,
671,0xD58E48,3572,
672,0xD59C3C,11792,
673,0xD5CA4C,2452,
674,0xD5D3E0,56,
675,0xD5D418,26072,
676,0xD639F0,540,
677,0xD63C0C,51732,
678,0xD70620,59028,
679,0xD7ECB4,1072,
680,0xD7F0E4,31176,
681,0xD86AAC,5680,
682,0xD880DC,12084,
683,0xD8B010,20000,
684,0xD8FE30,18928,
685,0xD94820,9324,
686,0xD96C8C,540,
687,0xD96EA8,1072,
688,0xD972D8,1072,
689,0xD97708,11200,
690,0xD9A2C8,2332,
691,0xD9ABE4,37376,
692,0xDA3DE4,44052,
693,0xDAE9F8,31880,
694,0xDB6680,11636,
695,0xDB93F4,1072,
696,0xDB9824,31848,
697,0xDC148C,20156,
698,0xDC6348,9408,
699,0xDC8808,6164,
700,0xDCA01C,540,
701,0xDCA238,1072,
702,0xDCA668,1072,
703,0xDCAA98,33256,
704,0xDD2C80,8752,
705,0xDD4EB0,1524,
706,0xDD54A4,2528,
707,0xDD5E84,1052,
708,0xDD62A0,1072,
709,0xDD66D0,1072,
710,0xDD6B00,34712,
711,0xDDF298,1052,
712,0xDDF6B4,39360,
713,0xDE9074,51804,
714,0xDF5AD0,5860,
715,0xDF71B4,53036,
716,0xE040E0,1072,
717,0xE04510,56,
718,0xE04548,20520,
719,0xE09570,1056,
720,0xE09990,516,Buy Stuff (SCN)
721,0xE09B94,25144,Buy Stuff
722,0xE0FDCC,1052,
723,0xE101E8,8800,Messages Buy Stuff
724,0xE12448,272,
725,0xE12558,3280,
726,0xE13228,1072,
727,0xE13658,26648,
728,0xE19E70,5756,
729,0xE1B4EC,9312,
730,0xE1D94C,47720,
731,0xE293B4,1056,
732,0xE297D4,37952,
733,0xE32C14,1052,
734,0xE33030,38336,
735,0xE3C5F0,1052,
736,0xE3CA0C,39616,
737,0xE464CC,1052,
738,0xE468E8,37304,
739,0xE4FAA0,1052,
740,0xE4FEBC,1072,
741,0xE502EC,1072,
742,0xE5071C,1072,
743,0xE50B4C,1072,
744,0xE50F7C,1776,
